"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
"06/10/2016",21:59:00,"BROOKLYN",11207,40.66447,-73.89593,"(40.66447, -73.89593)","GEORGIA AVENUE","LIVONIA AVENUE",NA,1,1,0,0,0,0,1,1,"Drugs (illegal)","Unspecified",NA,NA,NA,4022964,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"06/11/2016",19:52:00,"MANHATTAN",10007,40.717186,-74.0129,"(40.717186, -74.0129)","WEST STREET","CHAMBERS STREET",NA,0,1,0,0,0,1,0,0,"Alcohol Involvement","Unspecified",NA,NA,NA,3461814,"Pick-up Truck","Bike",NA,NA,NA
"06/19/2016",04:56:00,"BRONX",10469,40.881744,-73.85706,"(40.881744, -73.85706)","BRONXWOOD AVENUE","EAST 219 STREET",NA,6,1,0,0,0,0,6,1,"Unsafe Speed","Passenger Distraction","Unspecified","Unspecified","Unspecified",3464286,"4 dr sedan","Station Wagon/Sport Utility Vehicle","4 dr sedan","4 dr sedan","Station Wagon/Sport Utility Vehicle"
"06/17/2016",11:13:00,"QUEENS",11354,40.764988,-73.82067,"(40.764988, -73.82067)","NORTHERN BOULEVARD","146 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3463407,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"06/06/2016",16:30:00,"MANHATTAN",10018,40.754707,-73.99164,"(40.754707, -73.99164)","8 AVENUE","WEST 38 STREET",NA,1,1,0,1,0,0,1,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3458279,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"06/28/2016",20:37:00,"MANHATTAN",10023,40.781025,-73.981316,"(40.781025, -73.981316)","BROADWAY","WEST 75 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3470368,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"05/24/2016",04:56:00,"BROOKLYN",11235,40.58036,-73.96761,"(40.58036, -73.96761)","NEPTUNE AVENUE","OCEAN PARKWAY",NA,1,1,0,0,0,0,1,1,"Unsafe Speed",NA,NA,NA,NA,3449637,"4 dr sedan",NA,NA,NA,NA
"05/26/2016",17:05:00,"BROOKLYN",11207,40.656204,-73.886696,"(40.656204, -73.886696)","VERMONT STREET","WORTMAN AVENUE",NA,0,1,0,0,0,1,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3507625,"Bike","Van",NA,NA,NA
"05/17/2016",13:22:00,"QUEENS",11691,40.605335,-73.75528,"(40.605335, -73.75528)","MOTT AVENUE","BEACH CHANNEL DRIVE",NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,3444089,"Flat Bed",NA,NA,NA,NA
"05/14/2016",13:39:00,"STATEN ISLAND",10307,40.506187,-74.2349,"(40.506187, -74.2349)","HYLAN BOULEVARD","JOLINE AVENUE",NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Driver Inattention/Distraction",NA,NA,NA,3443656,"Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"05/20/2016",10:16:00,"BRONX",10465,40.84413,-73.82037,"(40.84413, -73.82037)","STADIUM AVENUE","GRISWOLD AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,3449179,"Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"05/29/2016",14:16:00,"QUEENS",11372,40.754612,-73.87667,"(40.754612, -73.87667)","34 AVENUE","91 STREET",NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Unspecified",NA,NA,NA,3452524,"4 dr sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"05/14/2016",09:50:00,"QUEENS",11385,40.700798,-73.894585,"(40.700798, -73.894585)","MYRTLE AVENUE","FRESH POND ROAD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3442655,"4 dr sedan",NA,NA,NA,NA
"05/16/2016",08:05:00,"BRONX",10452,40.830345,-73.92328,"(40.830345, -73.92328)","GERARD AVENUE","EAST 164 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3442208,"4 dr sedan",NA,NA,NA,NA
"05/08/2016",02:34:00,"QUEENS",11420,40.679794,-73.80982,"(40.679794, -73.80982)","115 AVENUE","131 STREET",NA,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,3436840,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"05/01/2016",12:46:00,"BROOKLYN",11236,40.63851,-73.8999,"(40.63851, -73.8999)",NA,NA,"9323      AVENUE K",2,1,0,0,0,0,0,0,"Driver Inattention/Distraction","Aggressive Driving/Road Rage","Unspecified","Unspecified",NA,3434861,NA,NA,NA,NA,NA
"05/06/2016",11:09:00,"BROOKLYN",11236,40.645702,-73.90144,"(40.645702, -73.90144)","EAST 98 STREET","GLENWOOD ROAD",NA,0,2,0,0,0,0,0,2,"Illnes",NA,NA,NA,NA,3436263,"4 dr sedan",NA,NA,NA,NA
"05/09/2016",21:53:00,"BROOKLYN",11229,40.610096,-73.96138,"(40.610096, -73.96138)","AVENUE P","EAST 12 STREET",NA,2,1,0,0,0,0,0,0,"Drugs (illegal)","Driver Inattention/Distraction","Driver Inattention/Distraction","Unspecified","Unspecified",3440035,NA,NA,NA,NA,NA
"03/26/2016",21:06:00,"BRONX",10467,40.865505,-73.863525,"(40.865505, -73.863525)","ALLERTON AVENUE","BARNES AVENUE",NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified","Unspecified",NA,NA,3413870,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","4 dr sedan",NA,NA
"03/22/2016",21:23:00,"MANHATTAN",10029,40.7992856,-73.9453602,"(40.7992856, -73.9453602)","MADISON AVENUE","EAST 115 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3409398,"PASSENGER VEHICLE",NA,NA,NA,NA
"04/04/2016",09:00:00,"BROOKLYN",11232,40.661827,-73.9966,"(40.661827, -73.9966)",NA,NA,"705       4 AVENUE",1,1,0,1,0,0,1,0,"Passing Too Closely","Unspecified",NA,NA,NA,3418063,"PK","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"04/07/2016",06:50:00,"QUEENS",11357,40.78973,-73.7942,"(40.78973, -73.7942)",NA,NA,"14-14     UTOPIA PARKWAY",0,1,0,0,0,0,0,1,"Unsafe Speed",NA,NA,NA,NA,3426447,"Minibike",NA,NA,NA,NA
"03/10/2016",19:27:00,"BRONX",10452,40.835432,-73.9233984,"(40.835432, -73.9233984)","JEROME AVENUE","SHAKESPEARE AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3402892,"VAN",NA,NA,NA,NA
"02/28/2016",04:40:00,"QUEENS",11419,40.6824607,-73.8300148,"(40.6824607, -73.8300148)","111 STREET","107 AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,3396249,"UNKNOWN","SPORT UTILITY / STATION WAGON",NA,NA,NA
"02/28/2016",04:56:00,"BROOKLYN",11215,40.6691717,-73.9863054,"(40.6691717, -73.9863054)","5 AVENUE","9 STREET",NA,0,1,0,1,0,0,0,0,"Physical Disability",NA,NA,NA,NA,3396155,"PASSENGER VEHICLE",NA,NA,NA,NA
"02/29/2016",08:34:00,"MANHATTAN",10016,40.7490492,-73.982023,"(40.7490492, -73.982023)","EAST 36 STREET","MADISON AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3396423,"LIVERY VEHICLE",NA,NA,NA,NA
"02/28/2016",04:40:00,"QUEENS",11419,40.6824607,-73.8300148,"(40.6824607, -73.8300148)","111 STREET","107 AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,3396263,"UNKNOWN","OTHER",NA,NA,NA
"03/15/2016",04:36:00,"MANHATTAN",10128,40.780693,-73.9466,"(40.780693, -73.9466)","EAST 92 STREET","1 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3408447,"Dump",NA,NA,NA,NA
"03/03/2016",02:28:00,"STATEN ISLAND",10305,40.6012042,-74.0650758,"(40.6012042, -74.0650758)","NARROWS ROAD SOUTH","LILY POND AVENUE",NA,0,1,0,0,0,0,0,1,"Following Too Closely",NA,NA,NA,NA,3399154,"PASSENGER VEHICLE",NA,NA,NA,NA
"02/28/2016",23:28:00,"BRONX",10462,40.8357212,-73.8556463,"(40.8357212, -73.8556463)","UNIONPORT ROAD","MCGRAW AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3396507,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"03/11/2016",08:17:00,"QUEENS",11368,40.7547066,-73.854786,"(40.7547066, -73.854786)","37 AVENUE","113 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3403859,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"02/06/2016",10:14:00,"BROOKLYN",11212,40.6542235,-73.9153065,"(40.6542235, -73.9153065)","LINDEN BOULEVARD","EAST 95 STREET",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,3384663,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"02/05/2016",18:34:00,"BROOKLYN",11213,40.6775631,-73.9330796,"(40.6775631, -73.9330796)","ATLANTIC AVENUE","SCHENECTADY AVENUE",NA,2,1,1,1,0,0,1,0,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified","Unspecified",3384726,"BUS","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON"
"01/28/2016",13:04:00,"BROOKLYN",11214,40.6014422,-74.0015449,"(40.6014422, -74.0015449)","BATH AVENUE","20 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3379019,"PASSENGER VEHICLE",NA,NA,NA,NA
"02/11/2016",18:42:00,"MANHATTAN",10013,40.7219679,-74.0082326,"(40.7219679, -74.0082326)","HUDSON STREET","LAIGHT STREET",NA,0,1,0,0,0,1,0,0,"Physical Disability","Unspecified",NA,NA,NA,3387100,"LARGE COM VEH(6 OR MORE TIRES)","BICYCLE",NA,NA,NA
"01/22/2016",09:21:00,"QUEENS",11356,40.78419,-73.8458097,"(40.78419, -73.8458097)","COLLEGE POINT BOULEVARD","15 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3375597,"SMALL COM VEH(4 TIRES)",NA,NA,NA,NA
"02/10/2016",12:16:00,"QUEENS",11385,40.6966689,-73.8868099,"(40.6966689, -73.8868099)","CYPRESS HILLS STREET","80 AVENUE",NA,1,1,0,0,0,0,1,1,"Traffic Control Disregarded",NA,NA,NA,NA,3386957,"PASSENGER VEHICLE",NA,NA,NA,NA
"02/10/2016",00:17:00,"QUEENS",11422,40.6656136,-73.7356712,"(40.6656136, -73.7356712)","SUNRISE HIGHWAY","FRANCIS LEWIS BOULEVARD",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3386964,"VAN",NA,NA,NA,NA
"02/16/2016",17:39:00,"STATEN ISLAND",10306,40.5729078,-74.1370436,"(40.5729078, -74.1370436)","RICHMOND ROAD","ANDREWS AVENUE",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,3389878,"SPORT UTILITY / STATION WAGON","BICYCLE",NA,NA,NA
"02/12/2016",10:02:00,"MANHATTAN",10018,40.7576938,-74.0005848,"(40.7576938, -74.0005848)","11 AVENUE","WEST 37 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3387726,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"02/03/2016",06:23:00,"BROOKLYN",11219,40.6236805,-73.9977125,"(40.6236805, -73.9977125)","65 STREET","NEW UTRECHT AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3382850,"VAN",NA,NA,NA,NA
"02/10/2016",20:48:00,"MANHATTAN",10032,40.839178,-73.9411352,"(40.839178, -73.9411352)","BROADWAY","WEST 165 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3387199,"OTHER",NA,NA,NA,NA
"01/19/2016",17:03:00,"BROOKLYN",11223,40.5982053,-73.9621036,"(40.5982053, -73.9621036)","AVENUE U","EAST 9 STREET",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,3373336,"LARGE COM VEH(6 OR MORE TIRES)","BICYCLE",NA,NA,NA
"01/12/2016",13:29:00,"MANHATTAN",10002,40.7183032,-73.9873956,"(40.7183032, -73.9873956)","DELANCY STREET","NORFOLK STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3369077,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"01/15/2016",04:00:00,"STATEN ISLAND",10306,40.5675778,-74.1271454,"(40.5675778, -74.1271454)","AMBOY ROAD","AMBER STREET",NA,0,1,0,0,0,0,0,1,"Fell Asleep",NA,NA,NA,NA,3371541,"PASSENGER VEHICLE",NA,NA,NA,NA
"01/16/2016",11:43:00,"STATEN ISLAND",10312,40.5266411,-74.1681321,"(40.5266411, -74.1681321)","HYLAN BOULEVARD","ALLEN PLACE",NA,1,1,0,0,0,0,1,1,"Unspecified","Unspecified",NA,NA,NA,3372149,"MOTORCYCLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"01/08/2016",23:14:00,"BRONX",10452,40.8392249,-73.9150891,"(40.8392249, -73.9150891)","EAST 170 STREET","WYTHE PLACE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,3367562,"PASSENGER VEHICLE","VAN","SPORT UTILITY / STATION WAGON",NA,NA
"12/24/2015",16:34:00,"BROOKLYN",11229,40.5970039,-73.9499008,"(40.5970039, -73.9499008)","EAST 21 STREET","GRAVESEND NECK ROAD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3359985,"VAN",NA,NA,NA,NA
"01/04/2016",05:20:00,"BRONX",10466,40.8838608,-73.8558854,"(40.8838608, -73.8558854)","EAST 222 STREET","BRONXWOOD AVENUE",NA,1,1,0,0,0,0,1,1,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified","Unspecified",3364673,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE"
"01/14/2016",17:46:00,"MANHATTAN",10025,40.7940523,-73.9703673,"(40.7940523, -73.9703673)","WEST 96 STREET","AMSTERDAM AVENUE",NA,1,1,0,1,0,0,1,0,"Unspecified",NA,NA,NA,NA,3370539,"MOTORCYCLE",NA,NA,NA,NA
"01/10/2016",04:18:00,"BROOKLYN",11233,40.6763431,-73.910927,"(40.6763431, -73.910927)","ATLANTIC AVENUE","ROCKAWAY AVENUE",NA,1,1,0,1,0,0,1,0,"Passenger Distraction","Unspecified",NA,NA,NA,3368184,"SPORT UTILITY / STATION WAGON","UNKNOWN",NA,NA,NA
"01/18/2016",09:44:00,"BRONX",10461,40.8538084,-73.8552781,"(40.8538084, -73.8552781)","NEILL AVENUE","TOMLINSON AVENUE",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,3373300,"PASSENGER VEHICLE","BICYCLE",NA,NA,NA
"01/07/2016",18:41:00,"MANHATTAN",10075,40.7707099,-73.9509327,"(40.7707099, -73.9509327)","YORK AVENUE","EAST 78 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3366455,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"12/23/2015",05:58:00,"BROOKLYN",11211,40.7172094,-73.9347028,"(40.7172094, -73.9347028)","VANDERVOORT AVENUE","MASPETH AVENUE",NA,1,1,0,0,0,0,1,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,3358963,"PASSENGER VEHICLE","LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA
"12/15/2015",09:21:00,"STATEN ISLAND",10306,40.5565344,-74.1281176,"(40.5565344, -74.1281176)","HYLAN BOULEVARD","BUFFALO STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3353860,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"12/02/2015",05:17:00,"MANHATTAN",10022,40.7609059,-73.9669961,"(40.7609059, -73.9669961)","EAST 58 STREET","3 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3345094,"PICK-UP TRUCK",NA,NA,NA,NA
"12/02/2015",11:47:00,"BROOKLYN",11201,40.6936492,-73.9833217,"(40.6936492, -73.9833217)","FLATBUSH AVENUE EXTENSION","MYRTLE AVENUE",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,3345488,"PASSENGER VEHICLE",NA,NA,NA,NA
"12/06/2015",15:54:00,"QUEENS",11368,40.7536572,-73.8629707,"(40.7536572, -73.8629707)","37 AVENUE","105 STREET",NA,0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,3348736,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"11/26/2015",19:13:00,"BROOKLYN",11207,40.6569792,-73.8894182,"(40.6569792, -73.8894182)","PENNSYLVANIA AVENUE","STANLEY AVENUE",NA,10,1,0,1,0,0,10,0,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified","Unspecified",3342474,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON"
"12/11/2015",22:43:00,"BROOKLYN",11233,40.6722935,-73.913117,"(40.6722935, -73.913117)","EASTERN PARKWAY","PROSPECT PLACE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,3351539,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"11/30/2015",10:30:00,"BROOKLYN",11229,40.6091307,-73.9574045,"(40.6091307, -73.9574045)","KINGS HIGHWAY","EAST 16 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3344553,"PASSENGER VEHICLE",NA,NA,NA,NA
"12/14/2015",17:55:00,"BROOKLYN",11235,40.5881722,-73.9524529,"(40.5881722, -73.9524529)","EAST 17 STREET","AVENUE Z",NA,1,1,0,1,0,0,1,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3352670,"BUS",NA,NA,NA,NA
"12/01/2015",18:14:00,"BROOKLYN",11235,40.5839003,-73.9387393,"(40.5839003, -73.9387393)","EMMONS AVENUE","NOSTRAND AVENUE",NA,1,1,0,0,0,0,1,1,"Failure to Yield Right-of-Way","Traffic Control Disregarded","Unspecified",NA,NA,3344557,"PASSENGER VEHICLE","PASSENGER VEHICLE","PICK-UP TRUCK",NA,NA
"12/18/2015",14:20:00,"BROOKLYN",11214,40.599765,-73.9948217,"(40.599765, -73.9948217)","BENSON AVENUE","BAY 31 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3355511,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"12/06/2015",22:31:00,"QUEENS",11377,40.7354867,-73.9174657,"(40.7354867, -73.9174657)","LAUREL HILL BOULEVARD","49 STREET",NA,1,1,0,0,0,0,1,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,3348620,"PASSENGER VEHICLE","TAXI",NA,NA,NA
"12/08/2015",22:50:00,"QUEENS",11372,40.7568039,-73.8736557,"(40.7568039, -73.8736557)","NORTHERN BOULEVARD","JUNCTION BOULEVARD",NA,0,1,0,1,0,0,0,0,"Passenger Distraction",NA,NA,NA,NA,3350054,"PASSENGER VEHICLE",NA,NA,NA,NA
"12/18/2015",03:38:00,"QUEENS",11355,40.761131,-73.812267,"(40.761131, -73.812267)","SANFORD AVENUE","MURRAY STREET",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified",NA,3355801,"PASSENGER VEHICLE","BUS","PASSENGER VEHICLE","PASSENGER VEHICLE",NA
"12/06/2015",17:25:00,"BROOKLYN",11217,40.6863108,-73.9744391,"(40.6863108, -73.9744391)","FULTON STREET","SOUTH PORTLAND AVENUE",NA,2,1,2,1,0,0,0,0,"Unsafe Speed",NA,NA,NA,NA,3348512,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"12/16/2015",13:51:00,"QUEENS",11379,40.7128324,-73.8782912,"(40.7128324, -73.8782912)","METROPOLITAN AVENUE","74 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3354374,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"11/25/2015",21:22:00,"QUEENS",11101,40.735724,-73.9367594,"(40.735724, -73.9367594)","VANDAM STREET","STARR AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3342123,"PASSENGER VEHICLE",NA,NA,NA,NA
"11/25/2015",16:49:00,"BROOKLYN",11210,40.6233399,-73.9559401,"(40.6233399, -73.9559401)","OCEAN AVENUE","AVENUE K",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3341440,"BUS",NA,NA,NA,NA
"12/01/2015",23:41:00,"BRONX",10475,40.8853043,-73.8295323,"(40.8853043, -73.8295323)","BOSTON ROAD","DELAVALL AVENUE",NA,2,1,0,1,0,0,2,0,"Passenger Distraction",NA,NA,NA,NA,3345259,"PASSENGER VEHICLE",NA,NA,NA,NA
"11/06/2015",17:12:00,"MANHATTAN",10023,40.7747353,-73.9881756,"(40.7747353, -73.9881756)","WEST END AVENUE","WEST 64 STREET",NA,0,1,0,1,0,0,0,0,"Passenger Distraction",NA,NA,NA,NA,3329912,"PASSENGER VEHICLE",NA,NA,NA,NA
"11/03/2015",06:14:00,"BROOKLYN",11233,40.6780135,-73.9059711,"(40.6780135, -73.9059711)","SACKMAN STREET","FULTON STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3327479,"BUS",NA,NA,NA,NA
"11/18/2015",19:16:00,"BROOKLYN",11214,40.5945938,-73.9954991,"(40.5945938, -73.9954991)","CROPSEY AVENUE","BAY 35 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3336789,"PASSENGER VEHICLE",NA,NA,NA,NA
"11/12/2015",19:50:00,"BROOKLYN",11208,40.6679546,-73.8700642,"(40.6679546, -73.8700642)","LINDEN BOULEVARD","EUCLID AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3333105,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"11/16/2015",13:23:00,"BROOKLYN",11208,40.6829405,-73.8671614,"(40.6829405, -73.8671614)","ATLANTIC AVENUE","GRANT AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3335515,"PASSENGER VEHICLE",NA,NA,NA,NA
"11/01/2015",10:52:00,"BROOKLYN",11226,40.6408847,-73.9494859,"(40.6408847, -73.9494859)","AVENUE D","EAST 29 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3354170,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"11/09/2015",05:00:00,"BROOKLYN",11229,40.5879866,-73.9197254,"(40.5879866, -73.9197254)","GERRITSEN AVENUE","LOIS AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,3331724,"PASSENGER VEHICLE",NA,NA,NA,NA
"11/23/2015",11:02:00,"MANHATTAN",10002,40.7135539,-73.9808531,"(40.7135539, -73.9808531)","JACKSON STREET","MADISON STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3339802,"BUS",NA,NA,NA,NA
"11/08/2015",00:42:00,"MANHATTAN",10025,40.8011722,-73.9614571,"(40.8011722, -73.9614571)","WEST 109 STREET","COLUMBUS AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3330430,"TAXI",NA,NA,NA,NA
"11/09/2015",11:15:00,"STATEN ISLAND",10305,40.5958903,-74.0858762,"(40.5958903, -74.0858762)","HYLAN BOULEVARD","OLD TOWN ROAD",NA,3,1,0,0,0,0,3,1,"Physical Disability","Unspecified",NA,NA,NA,3331427,"PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA,NA
"11/05/2015",08:38:00,"BRONX",10474,40.8189912,-73.8866994,"(40.8189912, -73.8866994)","SENECA AVENUE","BRYANT AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3328699,"OTHER",NA,NA,NA,NA
"11/18/2015",22:03:00,"BROOKLYN",11214,40.6002316,-73.9955923,"(40.6002316, -73.9955923)","BAY PARKWAY","BENSON AVENUE",NA,0,1,0,1,0,0,0,0,"Passenger Distraction",NA,NA,NA,NA,3337480,"TAXI",NA,NA,NA,NA
"11/01/2015",16:55:00,"QUEENS",11355,40.7563194,-73.8336777,"(40.7563194, -73.8336777)","COLLEGE POINT BOULEVARD","41 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3333902,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"11/07/2015",21:25:00,"QUEENS",11420,40.6663322,-73.8105512,"(40.6663322, -73.8105512)","SOUTH CONDUIT AVENUE","130 STREET",NA,0,1,0,1,0,0,0,0,"Passenger Distraction",NA,NA,NA,NA,3330737,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"11/01/2015",08:02:00,"QUEENS",11375,40.7133001,-73.8491192,"(40.7133001, -73.8491192)","KESSEL STREET","71 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3354467,"BUS",NA,NA,NA,NA
"10/13/2015",10:28:00,"BROOKLYN",11221,40.6925629,-73.9279836,"(40.6925629, -73.9279836)","LAFAYETTE AVENUE","PATCHEN AVENUE",NA,0,1,0,1,0,0,0,0,"Other Vehicular",NA,NA,NA,NA,3314322,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
